Received data = , name = , count = 15
Received data = , name = royalties, count = 2
Received data = , name = royalty, count = 3
Received data = , name = haunt, count = 2
Received data = , name = brave, count = 7
Received data = , name = rubbed, count = 1
Received data = , name = beckoning, count = 2
Received data = , name = distanceat, count = 1
Received data = , name = adonai, count = 1
Received data = , name = april, count = 1
Received data = , name = have, count = 597
Received data = , name = adopt, count = 7
Received data = , name = apropos, count = 2
Received data = , name = havedamn, count = 1
Received data = , name = culture, count = 3
Received data = , name = looks, count = 4
Received data = , name = aptitude, count = 1
Received data = , name = becoming, count = 17
Received data = , name = distinction, count = 2
Received data = , name = cup, count = 9
Received data = , name = rude, count = 4
Received data = , name = aquiline, count = 1
Received data = , name = cupboard, count = 9
Received data = , name = bedroom, count = 36
Received data = , name = cupola, count = 2
Received data = , name = lords, count = 10
Received data = , name = adorers, count = 1
Received data = , name = bedside, count = 6
Received data = , name = distinguished, count = 2
Received data = , name = arbiters, count = 1
Received data = , name = adoring, count = 2
Received data = , name = breaks, count = 1
Received data = , name = adorn, count = 2
Received data = , name = bedstead, count = 2
Received data = , name = curing, count = 2
Received data = , name = adornment, count = 1
Received data = , name = rule, count = 3
Received data = , name = hayward, count = 13
Received data = , name = arcade, count = 1
Received data = , name = bee, count = 12
Received data = , name = adroitly, count = 2
Received data = , name = adroitness, count = 3
Received data = , name = haze, count = 3
Received data = , name = archangels, count = 1
Received data = , name = distraction, count = 2
Received data = , name = breathing, count = 2
Received data = , name = beehouse, count = 2
Received data = , name = beekeeper, count = 2
Received data = , name = rushing, count = 1
Received data = , name = rusks, count = 2
Received data = , name = inflicts, count = 1
Received data = , name = breeding, count = 1
Received data = , name = archultramontanism, count = 1
Received data = , name = influences, count = 1
Received data = , name = healing, count = 1
Received data = , name = informed, count = 2
Received data = , name = distributing, count = 7
Received data = , name = lukeacts, count = 10
Received data = , name = beerdrinking, count = 1
Received data = , name = ingredients, count = 2
Received data = , name = distribution, count = 7
Received data = , name = inhabited, count = 1
Received data = , name = lukes, count = 13
Received data = , name = iniquities, count = 1
Received data = , name = iniquity, count = 1
Received data = , name = russians, count = 1
Received data = , name = adversarys, count = 1
Received data = , name = bribed, count = 1
Received data = , name = ardor, count = 2
Received data = , name = beethoven, count = 1
Received data = , name = injurious, count = 4
Received data = , name = lurid, count = 1
Received data = , name = advesawies, count = 1
Received data = , name = inkstand, count = 1
Received data = , name = hear, count = 53
Received data = , name = are, count = 1184
Received data = , name = inner, count = 1
Received data = , name = advice, count = 30
Received data = , name = innkeepers, count = 1
Received data = , name = luther, count = 2
Received data = , name = beetles, count = 1
Received data = , name = inoffensive, count = 1
Received data = , name = heard, count = 77
Received data = , name = inquiries’, count = 1
Received data = , name = curtsying, count = 2
Received data = , name = insensible, count = 3
Received data = , name = advise, count = 8
Received data = , name = inside, count = 2
Received data = , name = lycus, count = 2
Received data = , name = advised, count = 22
Received data = , name = argue, count = 3
Received data = , name = bridegroomtobe, count = 1
Received data = , name = argued, count = 6
Received data = , name = cut, count = 35
Received data = , name = sacrifices, count = 1
Received data = , name = hearse, count = 1
Received data = , name = bridges, count = 1
Received data = , name = heart, count = 46
Received data = , name = sad, count = 1
Received data = , name = beforethat, count = 1
Received data = , name = brief, count = 1
Received data = , name = advocating, count = 1
Received data = , name = heartened, count = 1
Received data = , name = argumentative, count = 1
Received data = , name = hearth, count = 11
Received data = , name = sage, count = 1
Received data = , name = divinely, count = 1
Received data = , name = hearthover, count = 1
Received data = , name = divining, count = 1
Received data = , name = brigandage, count = 1
Received data = , name = beggar, count = 4
Received data = , name = divinity, count = 3
Received data = , name = bright, count = 16
Received data = , name = magna, count = 1
Received data = , name = affairs, count = 117
Received data = , name = sake, count = 3
Received data = , name = divorce, count = 1
Received data = , name = arise, count = 2
Received data = , name = salaries, count = 1
Received data = , name = affairsthis, count = 1
Received data = , name = divorced, count = 3
Received data = , name = brightened, count = 2
Received data = , name = salary, count = 5
Received data = , name = docile, count = 1
Received data = , name = begins, count = 9
Received data = , name = maintains, count = 3
Received data = , name = affectation, count = 11
Received data = , name = salt, count = 3
Received data = , name = aristocracy, count = 1
Received data = , name = aristocratic, count = 5
Received data = , name = damn, count = 20
Received data = , name = damnable, count = 2
Received data = , name = arm, count = 19
Received data = , name = behaving, count = 7
Received data = , name = bringing, count = 5
Received data = , name = behavior, count = 12
Received data = , name = man, count = 49
Received data = , name = dodging, count = 1
Received data = , name = beheld, count = 3
Received data = , name = dodid, count = 1
Received data = , name = dampwhen, count = 1
Received data = , name = briskly, count = 2
Received data = , name = sat, count = 16
Received data = , name = insinuate, count = 1
Received data = , name = insipid, count = 1
Received data = , name = insisting, count = 1
Received data = , name = satire, count = 1
Received data = , name = beholders, count = 1
Received data = , name = insolence, count = 1
Received data = , name = insolent, count = 1
Received data = , name = inspiration, count = 1
Received data = , name = manifested, count = 7
Received data = , name = affording, count = 3
Received data = , name = satisfaction, count = 2
Received data = , name = bei, count = 1
Received data = , name = broad, count = 3
Received data = , name = manifestly, count = 7
Received data = , name = instances, count = 7
Received data = , name = dancing, count = 5
Received data = , name = instead, count = 13
Received data = , name = instinct, count = 2
Received data = , name = instruct, count = 4
Received data = , name = satisfied, count = 8
Received data = , name = instructive, count = 2
Received data = , name = dandy, count = 5
Received data = , name = beings, count = 4
Received data = , name = insulted, count = 1
Received data = , name = insupportable, count = 1
Received data = , name = intellect, count = 3
Received data = , name = manners, count = 1
Received data = , name = intelligible, count = 2
Received data = , name = dangerous, count = 10
Received data = , name = intelligibly, count = 1
Received data = , name = intending, count = 1
Received data = , name = heir, count = 7
Received data = , name = intention, count = 6
Received data = , name = dolly, count = 4
Received data = , name = bronze, count = 2
Received data = , name = arousing, count = 2
Received data = , name = mansions, count = 1
Received data = , name = interchange, count = 2
Received data = , name = interchanged, count = 1
Received data = , name = dare, count = 43
Received data = , name = sauntering, count = 1
Received data = , name = manumitted, count = 1
Received data = , name = domain, count = 8
Received data = , name = arrange, count = 10
Received data = , name = interesting, count = 5
Received data = , name = interfere, count = 5
Received data = , name = dared, count = 14
Received data = , name = international, count = 1
Received data = , name = domestic, count = 1
Received data = , name = arranged, count = 5
Received data = , name = heiressthat, count = 1
Received data = , name = believe, count = 149
Received data = , name = savagely, count = 1
Received data = , name = brotherhood, count = 1
Received data = , name = arrangement, count = 4
Received data = , name = believed, count = 46
Received data = , name = hells, count = 2
Received data = , name = marcions, count = 4
Received data = , name = afternoon, count = 14
Received data = , name = savour, count = 1
Received data = , name = donation, count = 1
Received data = , name = brothersinlaw, count = 1
Received data = , name = marked, count = 9
Received data = , name = afterward, count = 1
Received data = , name = market, count = 1
Received data = , name = helpful, count = 1
Received data = , name = belle, count = 2
Received data = , name = afwaid, count = 1
Received data = , name = broughtup, count = 1
Received data = , name = helpless, count = 8
Received data = , name = again, count = 703
Received data = , name = marriage, count = 3
Received data = , name = bellies, count = 1
Received data = , name = married, count = 1
Received data = , name = againas, count = 1
Received data = , name = brown, count = 2
Received data = , name = says, count = 4
Received data = , name = belly, count = 4
Received data = , name = scanned, count = 1
Received data = , name = door, count = 46
Received data = , name = arrives, count = 1
Received data = , name = darted, count = 5
Received data = , name = belonged, count = 14
Received data = , name = martyred, count = 1
Received data = , name = brush, count = 1
Received data = , name = herald, count = 2
Received data = , name = belongings, count = 2
Received data = , name = brusquely, count = 2
Received data = , name = heraldic, count = 1
Received data = , name = ages, count = 7
Received data = , name = dashes, count = 1
Received data = , name = dordre, count = 1
Received data = , name = mass, count = 3
Received data = , name = aggrandizement, count = 4
Received data = , name = masses, count = 1
Received data = , name = herall, count = 1
Received data = , name = massive, count = 1
Received data = , name = belted, count = 1
Received data = , name = aggressive, count = 1
Received data = , name = master, count = 1
Received data = , name = herbert, count = 1
Received data = , name = daughter, count = 47
Received data = , name = bench, count = 8
Received data = , name = scepticism, count = 1
Received data = , name = materially, count = 1
Received data = , name = aghast, count = 3
Received data = , name = benches, count = 1
Received data = , name = dotted, count = 1
Received data = , name = article, count = 15
Received data = , name = herde, count = 1
Received data = , name = school, count = 12
Received data = , name = david, count = 1
Received data = , name = matters, count = 1
Received data = , name = here, count = 120
Received data = , name = bends, count = 1
Received data = , name = build, count = 1
Received data = , name = agitating, count = 6
Received data = , name = schoolfellows, count = 7
Received data = , name = agitation, count = 41
Received data = , name = articlesq, count = 1
Received data = , name = benediction, count = 5
Received data = , name = built, count = 7
Received data = , name = interpreter, count = 1
Received data = , name = score, count = 1
Received data = , name = herewhy, count = 1
Received data = , name = doubting, count = 1
Received data = , name = bullet, count = 7
Received data = , name = artificial, count = 1
Received data = , name = interrupts, count = 1
Received data = , name = interspersed, count = 1
Received data = , name = intervals, count = 3
Received data = , name = interviews, count = 1
Received data = , name = herhe, count = 1
Received data = , name = intimately, count = 4
Received data = , name = scornful, count = 1
Received data = , name = intoxicate, count = 1
Received data = , name = heri, count = 1
Received data = , name = dayso, count = 1
Received data = , name = agree, count = 49
Received data = , name = agreeable, count = 26
Received data = , name = down, count = 160
Received data = , name = bunch, count = 1
Received data = , name = dazed, count = 1
Received data = , name = agreeableshe, count = 1
Received data = , name = berry, count = 1
Received data = , name = means, count = 17
Received data = , name = agreeably, count = 4
Received data = , name = agreed, count = 33
Received data = , name = investigating, count = 1
Received data = , name = ddamn, count = 1
Received data = , name = investigation, count = 1
Received data = , name = meantime, count = 2
Received data = , name = invigorate, count = 1
Received data = , name = heror, count = 1
Received data = , name = invigorated, count = 1
Received data = , name = scratch, count = 3
Received data = , name = agreement, count = 25
Received data = , name = invitations, count = 4
Received data = , name = burden, count = 3
Received data = , name = as, count = 2095
Received data = , name = berths, count = 1
Received data = , name = downtrodden, count = 1
Received data = , name = deaf, count = 4
Received data = , name = screen, count = 7
Received data = , name = downvasya, count = 1
Received data = , name = burdovskyif, count = 1
Received data = , name = burdovskys, count = 8
Received data = , name = ascensionq, count = 1
Received data = , name = herselfwas, count = 1
Received data = , name = bureau, count = 1
Received data = , name = dealing, count = 2
Received data = , name = beside, count = 86
Received data = , name = herthat, count = 1
Received data = , name = meetings, count = 2
Received data = , name = ascertaining, count = 1
Received data = , name = dear, count = 77
Received data = , name = dozen, count = 9
Received data = , name = burlesque, count = 1
Received data = , name = ascetic, count = 5
Received data = , name = hes, count = 108
Received data = , name = dearest, count = 2
Received data = , name = bestow, count = 2
Received data = , name = aidedecamps, count = 1
Received data = , name = aidesdecamp, count = 16
Received data = , name = second, count = 12
Received data = , name = member, count = 1
Received data = , name = dearlyand, count = 1
Received data = , name = ailing, count = 1
Received data = , name = hesitatedhe, count = 1
Received data = , name = secondary, count = 1
Received data = , name = burned, count = 10
Received data = , name = ash, count = 1
Received data = , name = aime, count = 5
Received data = , name = hesitation, count = 2
Received data = , name = aimed, count = 8
Received data = , name = heve, count = 1
Received data = , name = men, count = 41
Received data = , name = ashamedq, count = 4
Received data = , name = burst, count = 63
Received data = , name = ashes, count = 2
Received data = , name = hidden, count = 5
Received data = , name = debauchery, count = 1
Received data = , name = merchantibility, count = 1
Received data = , name = aimsonly, count = 1
Received data = , name = drank, count = 6
Received data = , name = betrayal, count = 1
Received data = , name = mercies, count = 1
Received data = , name = hidingplace, count = 1
Received data = , name = sections, count = 1
Received data = , name = betrayed, count = 14
Received data = , name = mercy, count = 4
Received data = , name = air, count = 135
Received data = , name = asideqq, count = 1
Received data = , name = high, count = 30
Received data = , name = drawing, count = 1
Received data = , name = merest, count = 1
Received data = , name = busied, count = 2
Received data = , name = ak, count = 1
Received data = , name = business, count = 81
Received data = , name = asked, count = 276
Received data = , name = seek, count = 2
Received data = , name = highest, count = 3
Received data = , name = drawling, count = 1
Received data = , name = akhrosimova, count = 3
Received data = , name = businessarranged, count = 1
Received data = , name = messages, count = 1
Received data = , name = drawn, count = 9
Received data = , name = askq, count = 4
Received data = , name = messageto, count = 1
Received data = , name = dread, count = 1
Received data = , name = messianic, count = 11
Received data = , name = inviting, count = 4
Received data = , name = seeming, count = 1
Received data = , name = hills, count = 1
Received data = , name = decently, count = 2
Received data = , name = alarms, count = 1
Received data = , name = irreligion, count = 1
Received data = , name = dreadfully, count = 1
Received data = , name = irritability, count = 2
Received data = , name = methods, count = 2
Received data = , name = irritate, count = 2
Received data = , name = is, count = 1618
Received data = , name = sees, count = 1
Received data = , name = albums, count = 4
Received data = , name = butanother, count = 1
Received data = , name = aspect, count = 6
Received data = , name = its, count = 108
Received data = , name = bewitching, count = 1
Received data = , name = it’, count = 3
Received data = , name = it”, count = 5
Received data = , name = middleaged, count = 1
Received data = , name = dreamand, count = 1
Received data = , name = alenina, count = 1
Received data = , name = jackass, count = 1
Received data = , name = jackasses, count = 1
Received data = , name = decisionwho, count = 1
Received data = , name = midrash, count = 1
Received data = , name = beyou, count = 1
Received data = , name = james, count = 8
Received data = , name = alert, count = 8
Received data = , name = seize, count = 1
Received data = , name = jarred, count = 1
Received data = , name = jealously, count = 2
Received data = , name = jealousy, count = 1
Received data = , name = decisive, count = 5
Received data = , name = jelly, count = 1
Received data = , name = seized, count = 4
Received data = , name = jenny, count = 1
Received data = , name = dreamer, count = 13
Received data = , name = buthe, count = 1
Received data = , name = alexander, count = 115
Received data = , name = decked, count = 1
Received data = , name = bezzubova, count = 2
Received data = , name = selfconfidence, count = 2
Received data = , name = assailant, count = 3
Received data = , name = selfconfident, count = 2
Received data = , name = butrecollect, count = 1
Received data = , name = millenarian, count = 1
Received data = , name = alexandersbekleshev, count = 1
Received data = , name = declaimed, count = 1
Received data = , name = dreams, count = 27
Received data = , name = assembled, count = 4
Received data = , name = himrather, count = 1
Received data = , name = mind, count = 19
Received data = , name = alexandre, count = 2
Received data = , name = selfdefence, count = 1
Received data = , name = himself, count = 181
Received data = , name = declare, count = 10
Received data = , name = sell, count = 3
Received data = , name = declared, count = 23
Received data = , name = assembly, count = 1
Received data = , name = himselfinstead, count = 1
Received data = , name = drearily, count = 1
Received data = , name = minimum, count = 1
Received data = , name = alexey, count = 1
Received data = , name = himso, count = 1
Received data = , name = decoration, count = 2
Received data = , name = bigger, count = 5
Received data = , name = senate, count = 1
Received data = , name = buttonholed, count = 2
Received data = , name = decorous, count = 1
Received data = , name = sending, count = 2
Received data = , name = alienating, count = 1
Received data = , name = asserting, count = 3
Received data = , name = decoy, count = 1
Received data = , name = assertion, count = 1
Received data = , name = decree, count = 1
Received data = , name = mint, count = 1
Received data = , name = sensation, count = 2
Received data = , name = himwho, count = 1
Received data = , name = minus, count = 2
Received data = , name = decrepit, count = 3
Received data = , name = billows, count = 1
Received data = , name = hindrance, count = 1
Received data = , name = buy, count = 24
Received data = , name = dressinggownexactly, count = 1
Received data = , name = miracles, count = 3
Received data = , name = aliketurned, count = 1
Received data = , name = buzzed, count = 2
Received data = , name = hinted, count = 3
Received data = , name = miraculous, count = 6
Received data = , name = dried, count = 1
Received data = , name = misapprehend, count = 1
Received data = , name = binds, count = 1
Received data = , name = his, count = 1573
Received data = , name = hisjealousy, count = 1
Received data = , name = drink, count = 22
Received data = , name = jerk, count = 2
Received data = , name = misgivings, count = 1
Received data = , name = birch, count = 22
Received data = , name = jesting, count = 4
Received data = , name = bygone, count = 2
Received data = , name = associate, count = 3
Received data = , name = birches, count = 3
Received data = , name = dripped, count = 1
Received data = , name = associated, count = 1
Received data = , name = join, count = 15
Received data = , name = birchtree, count = 1
Received data = , name = joint, count = 2
Received data = , name = assq, count = 3
Received data = , name = jokes, count = 1
Received data = , name = misrepresentation, count = 2
Received data = , name = hither, count = 2
Received data = , name = sentimental, count = 2
Received data = , name = driver, count = 6
Received data = , name = byzantine, count = 1
Received data = , name = birds, count = 14
Received data = , name = journey, count = 7
Received data = , name = hive, count = 1
Received data = , name = defending, count = 3
Received data = , name = judging, count = 1
Received data = , name = cad, count = 1
Received data = , name = judiciously, count = 1
Received data = , name = juice, count = 1
Received data = , name = allfor, count = 1
Received data = , name = hobbledehoys, count = 1
Received data = , name = defiantly, count = 1
Received data = , name = allforgiving, count = 1
Received data = , name = misunderstood, count = 1
Received data = , name = calamities, count = 2
Received data = , name = hoe, count = 1
Received data = , name = assuring, count = 1
Received data = , name = bite, count = 5
Received data = , name = alliances, count = 3
Received data = , name = drops, count = 6
Received data = , name = calamity, count = 3
Received data = , name = definite, count = 11
Received data = , name = hola, count = 1
Received data = , name = drove, count = 11
Received data = , name = alliee, count = 1
Received data = , name = sermon, count = 2
Received data = , name = models, count = 1
Received data = , name = moderates, count = 1
Received data = , name = drowning, count = 2
Received data = , name = hole, count = 1
Received data = , name = degrade, count = 1
Received data = , name = holeandcorner, count = 1
Received data = , name = moderns, count = 1
Received data = , name = degraded, count = 1
Received data = , name = allopaths, count = 1
Received data = , name = allot, count = 1
Received data = , name = drowsy, count = 3
Received data = , name = astounding, count = 8
Received data = , name = hollyhocks, count = 1
Received data = , name = degree, count = 5
Received data = , name = astray, count = 8
Received data = , name = modus, count = 2
Received data = , name = drunk, count = 13
Received data = , name = caligraphy, count = 1
Received data = , name = astride, count = 3
Received data = , name = deigned, count = 1
Received data = , name = blackguard, count = 1
Received data = , name = allowed, count = 41
Received data = , name = set, count = 13
Received data = , name = call, count = 49
Received data = , name = moffatts, count = 1
Received data = , name = homeless, count = 2
Received data = , name = dejected, count = 4
Received data = , name = moment, count = 2
Received data = , name = homes, count = 3
Received data = , name = blade, count = 8
Received data = , name = money, count = 6
Received data = , name = alls, count = 1
Received data = , name = mongrel, count = 1
Received data = , name = allseeing, count = 1
Received data = , name = blague, count = 1
Received data = , name = drunkenness, count = 2
Received data = , name = delayed, count = 2
Received data = , name = calmbe, count = 1
Received data = , name = alluding, count = 7
Received data = , name = blanc, count = 1
Received data = , name = allurements, count = 1
Received data = , name = honeymoon, count = 1
Received data = , name = moons, count = 1
Received data = , name = sex, count = 1
Received data = , name = delicately, count = 2
Received data = , name = moralizing, count = 1
Received data = , name = cameliasa, count = 1
Received data = , name = morally, count = 1
Received data = , name = keenly, count = 1
Received data = , name = keenness, count = 1
Received data = , name = hoof, count = 3
Received data = , name = dumb, count = 3
Received data = , name = atoms, count = 2
Received data = , name = keeps, count = 7
Received data = , name = kept, count = 12
Received data = , name = kid, count = 6
Received data = , name = shake, count = 4
Received data = , name = kill, count = 2
Received data = , name = dummy, count = 1
Received data = , name = camellia, count = 1
Received data = , name = almondshaped, count = 1
Received data = , name = delightful, count = 4
Received data = , name = shakespeare, count = 1
Received data = , name = almost, count = 154
Received data = , name = delirious, count = 29
Received data = , name = kings, count = 2
Received data = , name = king’, count = 1
Received data = , name = cameyouyou, count = 1
Received data = , name = hooting, count = 4
Received data = , name = knapsack, count = 1
Received data = , name = mosaic, count = 8
Received data = , name = almshouses, count = 1
Received data = , name = hope, count = 46
Received data = , name = shall, count = 43
Received data = , name = dust, count = 4
Received data = , name = campaign, count = 3
Received data = , name = hoped, count = 7
Received data = , name = knives, count = 1
Received data = , name = delivered, count = 2
Received data = , name = knocking, count = 2
Received data = , name = knot, count = 1
Received data = , name = knoweth, count = 1
Received data = , name = blinds, count = 3
Received data = , name = knowledge, count = 19
Received data = , name = knowledgethere, count = 1
Received data = , name = l, count = 6
Received data = , name = mostly, count = 1
Received data = , name = aloneincurring, count = 1
Received data = , name = labor, count = 9
Received data = , name = alonethe, count = 1
Received data = , name = demands, count = 3
Received data = , name = motive, count = 11
Received data = , name = candidly, count = 4
Received data = , name = blissful, count = 15
Received data = , name = dwarf, count = 1
Received data = , name = horizonand, count = 1
Received data = , name = attack, count = 25
Received data = , name = moulds, count = 1
Received data = , name = deni, count = 1
Received data = , name = eager, count = 6
Received data = , name = blonde, count = 1
Received data = , name = blood, count = 14
Received data = , name = candour, count = 7
Received data = , name = bloodcolored, count = 1
Received data = , name = sharing, count = 1
Received data = , name = ear, count = 5
Received data = , name = horrid, count = 1
Received data = , name = earlier, count = 4
Received data = , name = horrified, count = 1
Received data = , name = deny, count = 10
Received data = , name = horror, count = 3
Received data = , name = bloodstained, count = 2
Received data = , name = altar, count = 6
Received data = , name = shattered, count = 2
Received data = , name = depart, count = 2
Received data = , name = attempted, count = 4
Received data = , name = cannons, count = 3
Received data = , name = attend, count = 3
Received data = , name = alter, count = 8
Received data = , name = horseface, count = 1
Received data = , name = muratorianum, count = 1
Received data = , name = department, count = 4
Received data = , name = she, count = 191
Received data = , name = earning, count = 1
Received data = , name = departure, count = 8
Received data = , name = shed, count = 1
Received data = , name = murray, count = 1
Received data = , name = depend, count = 4
Received data = , name = cap, count = 6
Received data = , name = horses, count = 14
Received data = , name = alternate, count = 3
Received data = , name = earth, count = 20
Received data = , name = capable, count = 22
Received data = , name = alternated, count = 1
Received data = , name = mutual, count = 4
Received data = , name = earthas, count = 1
Received data = , name = attentive, count = 2
Received data = , name = muzzey, count = 1
Received data = , name = depose, count = 1
Received data = , name = although, count = 11
Received data = , name = blow, count = 7
Received data = , name = shell, count = 4
Received data = , name = hotel, count = 1
Received data = , name = mysterious, count = 3
Received data = , name = attitude, count = 14
Received data = , name = laces, count = 1
Received data = , name = depravity, count = 5
Received data = , name = blue, count = 28
Received data = , name = ladder, count = 2
Received data = , name = hourglass, count = 1
Received data = , name = attracted, count = 10
Received data = , name = amants, count = 1
Received data = , name = lady’s, count = 21
Received data = , name = shining, count = 1
Received data = , name = laertes, count = 1
Received data = , name = depression, count = 1
Received data = , name = blunder, count = 2
Received data = , name = mystics, count = 1
Received data = , name = lameness, count = 1
Received data = , name = captain, count = 10
Received data = , name = lancers, count = 2
Received data = , name = depriving, count = 1
Received data = , name = eating, count = 3
Received data = , name = language, count = 41
Received data = , name = mythology, count = 3
Received data = , name = amazingly, count = 1
Received data = , name = house, count = 195
Received data = , name = shivers, count = 2
Received data = , name = lapses, count = 1
Received data = , name = ebook, count = 10
Received data = , name = depths, count = 3
Received data = , name = blurred, count = 1
Received data = , name = largely, count = 1
Received data = , name = captured, count = 1
Received data = , name = last, count = 32
Received data = , name = blurs, count = 2
Received data = , name = ambassadors, count = 8
Received data = , name = shook, count = 1
Received data = , name = nameless, count = 3
Received data = , name = eccentric, count = 1
Received data = , name = attribute, count = 2
Received data = , name = names, count = 12
Received data = , name = housekeeper, count = 1
Received data = , name = attributed, count = 1
Received data = , name = ech, count = 5
Received data = , name = housenay, count = 1
Received data = , name = blushing, count = 31
Received data = , name = shores, count = 2
Received data = , name = narrates, count = 1
Received data = , name = echoed, count = 3
Received data = , name = audacity, count = 4
Received data = , name = short, count = 12
Received data = , name = narrative, count = 30
Received data = , name = board, count = 11
Received data = , name = ecstasy, count = 3
Received data = , name = housethats, count = 1
Received data = , name = ambulance, count = 5
Received data = , name = nascent, count = 1
Received data = , name = shortsighted, count = 1
Received data = , name = ecstatic, count = 2
Received data = , name = ambush, count = 6
Received data = , name = descending, count = 2
Received data = , name = nations, count = 2
Received data = , name = amelies, count = 1
Received data = , name = shouldering, count = 1
Received data = , name = aunt, count = 12
Received data = , name = describes, count = 1
Received data = , name = however, count = 35
Received data = , name = edifices, count = 1
Received data = , name = naturally, count = 4
Received data = , name = description, count = 2
Received data = , name = howhow, count = 1
Received data = , name = edition, count = 1
Received data = , name = deserted, count = 9
Received data = , name = naïve, count = 1
Received data = , name = shouted, count = 6
Received data = , name = education, count = 1
Received data = , name = bog, count = 2
Received data = , name = amie, count = 2
Received data = , name = httppglaforgfundraising, count = 1
Received data = , name = shower, count = 1
Received data = , name = httpwwwgutenbergorg, count = 1
Received data = , name = need, count = 20
Received data = , name = designsand, count = 1
Received data = , name = boiling, count = 2
Received data = , name = amount, count = 6
Received data = , name = authorname, count = 1
Received data = , name = desire, count = 30
Received data = , name = effects, count = 2
Received data = , name = desired, count = 2
Received data = , name = hubbub, count = 2
Received data = , name = effectually, count = 1
Received data = , name = automaton, count = 1
Received data = , name = hucksters, count = 1
Received data = , name = amphitheater, count = 2
Received data = , name = later, count = 8
Received data = , name = latin, count = 4
Received data = , name = latitude, count = 1
Received data = , name = latter, count = 26
Received data = , name = despair, count = 38
Received data = , name = bolder, count = 1
Received data = , name = laughs, count = 1
Received data = , name = laughter, count = 5
Received data = , name = shut, count = 2
Received data = , name = neolegalism, count = 1
Received data = , name = lavished, count = 1
Received data = , name = law, count = 10
Received data = , name = amulet, count = 1
Received data = , name = lawyer, count = 4
Received data = , name = shy, count = 2
Received data = , name = laying, count = 1
Received data = , name = lazy, count = 4
Received data = , name = nero, count = 2
Received data = , name = leading, count = 2
Received data = , name = bols, count = 1
Received data = , name = lean, count = 2
Received data = , name = leaping, count = 1
Received data = , name = leaps’, count = 1
Received data = , name = hugged, count = 1
Received data = , name = eg, count = 1
Received data = , name = case, count = 108
Received data = , name = learning, count = 12
Received data = , name = caseaccidental, count = 1
Received data = , name = leathers, count = 1
Received data = , name = leaves, count = 11
Received data = , name = lecture, count = 3
Received data = , name = amusing, count = 21
Received data = , name = despicable, count = 6
Received data = , name = leg, count = 4
Received data = , name = despicably, count = 1
Received data = , name = egoism, count = 1
Received data = , name = never, count = 17
Received data = , name = bondage, count = 1
Received data = , name = nevertheless, count = 4
Received data = , name = analysis, count = 3
Received data = , name = sides, count = 3
Received data = , name = egypts, count = 1
Received data = , name = despises, count = 2
Received data = , name = bone, count = 3
Received data = , name = analyze, count = 3
Received data = , name = casesunlikely, count = 1
Received data = , name = sieve, count = 1
Received data = , name = caseyouve, count = 1
Received data = , name = anatole, count = 208
Received data = , name = avoided, count = 2
Received data = , name = hummed, count = 1
Received data = , name = despotism, count = 2
Received data = , name = cashbox, count = 1
Received data = , name = destined, count = 2
Received data = , name = destinies, count = 1
Received data = , name = ein, count = 1
Received data = , name = destiny, count = 4
Received data = , name = bony, count = 7
Received data = , name = humping, count = 1
Received data = , name = destitution, count = 2
Received data = , name = castle, count = 4
Received data = , name = elaborateness, count = 1
Received data = , name = andlike, count = 2
Received data = , name = destroyers, count = 2
Received data = , name = andpuff, count = 1
Received data = , name = elbows, count = 6
Received data = , name = destruction, count = 4
Received data = , name = signs, count = 1
Received data = , name = awaiting, count = 13
Received data = , name = noble, count = 2
Received data = , name = cat, count = 1
Received data = , name = silently, count = 2
Received data = , name = electrified, count = 1
Received data = , name = awakened, count = 4
Received data = , name = none, count = 5
Received data = , name = hunted, count = 1
Received data = , name = andrewand, count = 1
Received data = , name = booms, count = 1
Received data = , name = electronic, count = 27
Received data = , name = nonhuman, count = 1
Received data = , name = boot, count = 3
Received data = , name = andrewpromised, count = 1
Received data = , name = hurdle, count = 3
Received data = , name = nonproprietary, count = 1
Received data = , name = elegance, count = 1
Received data = , name = aware, count = 27
Received data = , name = deteriorated, count = 1
Received data = , name = andrews, count = 96
Received data = , name = norgate, count = 4
Received data = , name = norm, count = 1
Received data = , name = awayhead, count = 1
Received data = , name = bore, count = 6
Received data = , name = legible, count = 1
Received data = , name = legibly, count = 1
Received data = , name = bored, count = 28
Received data = , name = cathedral, count = 1
Received data = , name = northern, count = 3
Received data = , name = boredom, count = 2
Received data = , name = lessening, count = 1
Received data = , name = lesson, count = 1
Received data = , name = catholicism, count = 6
Received data = , name = lest, count = 4
Received data = , name = lets, count = 2
Received data = , name = letter, count = 91
Received data = , name = letterthus, count = 1
Received data = , name = letterwriting, count = 1
Received data = , name = hurrying, count = 2
Received data = , name = level, count = 4
Received data = , name = lewis, count = 1
Received data = , name = caught, count = 40
Received data = , name = developed, count = 3
Received data = , name = borozdina, count = 1
Received data = , name = life, count = 62
Received data = , name = lifelong, count = 1
Received data = , name = hush, count = 2
Received data = , name = elizabeth, count = 1
Received data = , name = awestricken, count = 2
Received data = , name = light, count = 29
Received data = , name = borrowed, count = 5
Received data = , name = sincethey, count = 1
Received data = , name = causes, count = 3
Received data = , name = anferovs, count = 2
Received data = , name = device, count = 1
Received data = , name = bosom, count = 8
Received data = , name = awfully, count = 49
Received data = , name = awfulq, count = 4
Received data = , name = devil, count = 18
